customer_id,churn,tenure,monthly_charges,total_charges,contract,payment_method,feedback,sentiment,topic
CUST283,False,10,3005000.0,30500000.0,two year,bank transfer,Great customer service and bouquets,positive,customer service
CUST284,True,1,3505000.0,3505000.0,month-to-month,credit card,Too expensive for what's offered,negative,price complaints
CUST285,False,15,27990000.0,419850.0,one year,mailed check,Flowers always exceed expectations,positive,product quality
CUST286,True,2,2900000.0,5800000.0,month-to-month,electronic check,Not satisfied with the delivery,negative,delivery issues
CUST287,False,18,2800000.0,50400000.0,two year,credit card,Love the flower variety,positive,bouquet preferences
CUST288,True,3,3005000.0,9105000.0,month-to-month,bank transfer,Flowers not as fresh as hoped,negative,product quality
CUST289,False,16,2705000.0,44000000.0,one year,mailed check,Always a wonderful experience,positive,general feedback
CUST290,True,4,3200000.0,12800000.0,month-to-month,credit card,Expected better quality bouquets,negative,product quality
CUST291,True,20,2705000.0,55000000.0,two year,bank transfer,Subscription is a great treat,positive,general feedback
CUST292,True,5,3305000.0,16705000.0,month-to-month,mailed check,Too costly for the quality,negative,price complaints
CUST293,True,11,2805000.0,31305000.0,one year,credit card,Very happy with the service,positive,general feedback
CUST294,True,6,3000000.0,18000000.0,month-to-month,electronic check,Not enough flower variety,negative,bouquet preferences
CUST295,True,14,2905000.0,41300000.0,two year,bank transfer,High-quality flowers every month,positive,product quality
CUST296,True,7,3100000.0,21700000.0,month-to-month,mailed check,Disappointed with the flower freshness,negative,product quality
CUST297,True,12,2900000.0,34800000.0,one year,electronic check,Always look forward to the bouquets,positive,general feedback
CUST298,True,8,3405000.0,27600000.0,month-to-month,credit card,Flowers didn't meet expectations,negative,product quality
CUST299,True,10,3005000.0,30500000.0,two year,mailed check,Happy with the flower quality,positive,product quality
CUST300,True,1,3500000.0,3500000.0,month-to-month,electronic check,Service not as expected,negative,customer service
CUST301,True,15,27990000.0,419850.0,one year,bank transfer,Consistently beautiful bouquets,positive,product quality
CUST302,True,2,2900000.0,5800000.0,month-to-month,credit card,Not satisfied with the variety,negative,bouquet preferences
CUST303,True,18,2800000.0,50400000.0,two year,electronic check,Every delivery is a pleasant surprise,positive,general feedback
CUST304,True,3,3005000.0,9105000.0,month-to-month,mailed check,Too pricey for the bouquet size,negative,price complaints
CUST305,True,20,2705000.0,55000000.0,one year,credit card,Flowers are always stunning,positive,product quality
CUST306,True,4,3200000.0,12800000.0,month-to-month,bank transfer,Delivery service was unreliable,negative,delivery issues
CUST307,True,16,27990000.0,447840.0,two year,mailed check,Great value and quality,positive,price appreciation
CUST308,True,5,3305000.0,16705000.0,month-to-month,credit card,Expected better customer service,negative,customer service
CUST309,True,11,2805000.0,31305000.0,one year,bank transfer,Subscription brings joy each month,positive,general feedback
CUST310,True,6,3000000.0,18000000.0,month-to-month,electronic check,Not happy with the flower freshness,negative,product quality
CUST311,True,22,2605000.0,58300000.0,two year,credit card,Love the flower selection,positive,bouquet preferences
CUST312,True,7,3100000.0,21700000.0,month-to-month,mailed check,Too expensive for the quality,negative,price complaints
CUST313,True,13,2900000.0,37700000.0,one year,electronic check,Always satisfied with the bouquets,positive,bouquet preferences
CUST314,True,8,3405000.0,27600000.0,month-to-month,bank transfer,Quality has declined,negative,product quality
CUST315,True,10,3005000.0,30500000.0,two year,mailed check,Great customer care and bouquets,positive,customer service
CUST316,True,1,3505000.0,3505000.0,month-to-month,credit card,Disappointed with the delivery service,negative,delivery issues
CUST317,True,14,2905000.0,41300000.0,one year,bank transfer,Subscription is a wonderful gift,positive,general feedback
CUST318,True,2,2900000.0,5800000.0,month-to-month,electronic check,Not worth the monthly cost,negative,price complaints
CUST319,False,17,2800000.0,47600000.0,two year,credit card,Very happy with the subscription,positive,general feedback
CUST320,True,3,3000000.0,9000000.0,month-to-month,mailed check,Quality not as advertised,negative,product quality
CUST321,False,19,2705000.0,52205000.0,one year,bank transfer,Consistently excellent service,positive,general feedback
CUST322,True,4,3200000.0,12800000.0,month-to-month,credit card,Expected more flower variety,negative,bouquet preferences
CUST323,False,16,27990000.0,447840.0,two year,mailed check,Always a wonderful experience,positive,general feedback
CUST324,True,5,3305000.0,16705000.0,month-to-month,electronic check,Too costly for the bouquet size,negative,price complaints
CUST325,False,11,2805000.0,31305000.0,one year,bank transfer,Flowers are always fresh and lovely,positive,product quality
CUST326,True,6,3000000.0,18000000.0,month-to-month,credit card,Not impressed with the service,negative,customer service
CUST327,False,13,2900000.0,37700000.0,two year,electronic check,Subscription is a great treat,positive,general feedback
CUST328,True,7,3100000.0,21700000.0,month-to-month,mailed check,Disappointed with the flower quality,negative,product quality
CUST329,False,20,2705000.0,55000000.0,one year,bank transfer,Highly recommend for quality,positive,general feedback
CUST330,True,8,3400000.0,27200000.0,month-to-month,credit card,Expected better customer service,negative,customer service
CUST331,False,10,3005000.0,30500000.0,two year,mailed check,Very satisfied with each delivery,positive,delivery quality
CUST332,True,1,3505000.0,3505000.0,month-to-month,electronic check,Not happy with the bouquet variety,negative,bouquet preferences
CUST333,False,15,27990000.0,419850.0,one year,credit card,Consistently great flower quality,positive,product quality
CUST334,True,2,2900000.0,5800000.0,month-to-month,bank transfer,Too expensive for the quality,negative,price complaints
CUST335,False,18,2800000.0,50400000.0,two year,mailed check,Flowers always exceed expectations,positive,product quality
CUST336,True,3,3005000.0,9105000.0,month-to-month,credit card,Delivery service was poor,negative,delivery issues
CUST337,False,16,2705000.0,44000000.0,one year,bank transfer,Great variety and quality,positive,bouquet preferences
CUST338,True,4,3200000.0,12800000.0,month-to-month,mailed check,Not satisfied with the flower freshness,negative,product quality
CUST339,False,12,2900000.0,34800000.0,two year,credit card,Always a delightful experience,positive,general feedback
CUST340,True,5,3305000.0,16705000.0,month-to-month,electronic check,Too pricey for the offering,negative,price complaints
CUST341,False,11,2805000.0,31305000.0,one year,bank transfer,Subscription is a joy every month,positive,general feedback
CUST342,True,6,3000000.0,18000000.0,month-to-month,credit card,Expected more for the price,negative,price complaints
CUST343,False,14,2905000.0,41300000.0,two year,mailed check,High-quality flowers every time,positive,product quality
CUST344,True,7,3100000.0,21700000.0,month-to-month,electronic check,Not happy with the delivery timing,negative,delivery issues
CUST345,False,20,2705000.0,55000000.0,one year,credit card,Always impressed with the bouquets,positive,bouquet preferences
CUST346,True,8,3400000.0,27200000.0,month-to-month,bank transfer,Quality not as good as expected,negative,product quality
CUST347,False,10,3005000.0,30500000.0,two year,mailed check,Subscription brings happiness,positive,general feedback
CUST348,True,1,3505000.0,3505000.0,month-to-month,credit card,Disappointed with the service,negative,customer service
CUST349,False,15,27990000.0,419850.0,one year,bank transfer,Love the variety each month,positive,bouquet preferences
CUST350,True,2,2900000.0,5800000.0,month-to-month,mailed check,Not satisfied with the delivery,negative,delivery issues
CUST351,False,18,2800000.0,50400000.0,two year,credit card,Every bouquet is a masterpiece,positive,product quality
CUST352,True,3,3005000.0,9105000.0,month-to-month,bank transfer,Expected more variety in bouquets,negative,bouquet preferences
CUST353,False,16,27990000.0,447840.0,one year,mailed check,Subscription is a great value,positive,price appreciation
CUST354,True,4,3200000.0,12800000.0,month-to-month,credit card,Not happy with the delivery service,negative,delivery issues
CUST355,False,11,2805000.0,31305000.0,two year,electronic check,Very pleased with the service,positive,general feedback
CUST356,True,5,3305000.0,16705000.0,month-to-month,mailed check,Quality not as good as before,negative,product quality
CUST357,False,13,2900000.0,37700000.0,one year,bank transfer,Always a wonderful experience,positive,general feedback
CUST358,True,6,3000000.0,18000000.0,month-to-month,credit card,Too expensive for the bouquet size,negative,price complaints
CUST359,False,20,2705000.0,55000000.0,two year,mailed check,Consistently high-quality flowers,positive,product quality
CUST360,True,7,3100000.0,21700000.0,month-to-month,electronic check,Delivery times were unpredictable,negative,delivery issues
CUST361,False,10,3005000.0,30500000.0,one year,credit card,Flowers always exceed expectations,positive,product quality
CUST362,True,1,3505000.0,3505000.0,month-to-month,bank transfer,Not satisfied with the flower quality,negative,product quality
CUST363,False,15,27990000.0,419850.0,two year,electronic check,Great customer service and flowers,positive,customer service
CUST364,True,2,2900000.0,5800000.0,month-to-month,mailed check,Too costly for the quality,negative,price complaints
CUST365,False,17,2800000.0,47600000.0,one year,credit card,Highly recommend this service,positive,general feedback
CUST366,True,3,3005000.0,9105000.0,month-to-month,credit card,Disappointed with the bouquet variety,negative,bouquet preferences
CUST367,False,19,2705000.0,52205000.0,two year,mailed check,Flowers are a monthly delight,positive,general feedback
CUST368,True,4,3200000.0,12800000.0,month-to-month,electronic check,Expected more for the price,negative,price complaints
CUST369,False,12,2900000.0,34800000.0,one year,bank transfer,Always impressed with the bouquets,positive,bouquet preferences
CUST370,True,5,3305000.0,16705000.0,month-to-month,mailed check,Not happy with the service,negative,customer service
CUST371,False,22,2605000.0,58300000.0,two year,credit card,Great variety and quality,positive,bouquet preferences
CUST372,True,6,3000000.0,18000000.0,month-to-month,electronic check,Too expensive for the bouquet size,negative,price complaints
CUST373,False,14,2905000.0,41300000.0,one year,mailed check,Subscription brings happiness,positive,general feedback
CUST374,True,7,3100000.0,21700000.0,month-to-month,bank transfer,Quality has declined,negative,product quality
CUST375,False,11,2805000.0,31305000.0,two year,credit card,Always a joy to receive,positive,general feedback
CUST376,True,8,3400000.0,27200000.0,month-to-month,mailed check,Not satisfied with the flower freshness,positive,product quality
CUST377,False,10,3005000.0,30500000.0,one year,bank transfer,Flowers always arrive fresh,positive,product quality
CUST378,True,1,3505000.0,3505000.0,month-to-month,credit card,Disappointed with the delivery timing,positive,delivery issues
CUST379,False,15,27990000.0,419850.0,two year,mailed check,High-quality flowers every time,positive,product quality
CUST380,True,2,2900000.0,5800000.0,month-to-month,electronic check,Too costly for the bouquet size,positive,price complaints
CUST381,False,18,2800000.0,50400000.0,one year,credit card,Subscription is a great value,positive,price appreciation
CUST382,True,3,3005000.0,9105000.0,month-to-month,mailed check,Not impressed with the flower variety,positive,bouquet preferences
CUST383,False,16,2705000.0,44000000.0,two year,electronic check,Always pleased with the service,positive,general feedback
CUST384,True,4,3200000.0,12800000.0,month-to-month,credit card,Expected better quality,positive,product quality
CUST385,False,13,2900000.0,37700000.0,one year,mailed check,Flowers are always a pleasant surprise,positive,general feedback
CUST386,True,5,3305000.0,16705000.0,month-to-month,electronic check,Not worth the monthly fee,positive,price complaints
CUST387,False,20,2705000.0,55000000.0,two year,mailed check,Highly recommend for flower lovers,positive,general feedback
CUST388,True,6,3000000.0,18000000.0,month-to-month,credit card,Quality not as expected,positive,product quality
CUST389,False,22,2605000.0,58300000.0,one year,bank transfer,Love the monthly flower surprise,positive,general feedback
CUST390,True,7,3100000.0,21700000.0,month-to-month,mailed check,Too expensive for the offering,positive,price complaints
CUST391,False,11,2805000.0,31305000.0,two year,credit card,Very satisfied with the bouquets,positive,bouquet preferences
CUST392,True,8,3405000.0,27600000.0,month-to-month,electronic check,Not happy with the delivery service,positive,delivery issues
CUST393,False,10,3000000.0,30000000.0,one year,mailed check,Subscription is a great treat,positive,general feedback
CUST394,True,1,3500000.0,3500000.0,month-to-month,bank transfer,Disappointed with the flower freshness,positive,product quality
CUST395,False,14,2905000.0,41300000.0,two year,credit card,Flowers always arrive in perfect condition,positive,product quality
CUST396,True,2,2900000.0,5800000.0,month-to-month,mailed check,Too pricey for what's offered,positive,price complaints
CUST397,False,17,2800000.0,47600000.0,one year,electronic check,Always a wonderful experience,positive,general feedback
CUST398,True,3,3005000.0,9105000.0,month-to-month,credit card,Expected more variety,positive,bouquet preferences
CUST399,False,19,2705000.0,52205000.0,two year,mailed check,Subscription brings joy every month,positive,general feedback
CUST400,True,4,3200000.0,12800000.0,month-to-month,electronic check,Not satisfied with the bouquet size,positive,price complaints
CUST401,False,21,2605000.0,55605000.0,two year,credit card,Always happy with the flower quality,positive,product quality
CUST402,True,1,3500000.0,3500000.0,month-to-month,bank transfer,Disappointed with the flower freshness,positive,product quality
CUST403,False,13,2900000.0,37700000.0,one year,mailed check,Great customer service,positive,customer service
CUST404,True,2,2905000.0,5900000.0,month-to-month,electronic check,Too costly for the bouquet size,positive,price complaints
CUST405,False,18,2800000.0,50400000.0,two year,credit card,Consistently impressed with the bouquets,positive,bouquet preferences
CUST406,True,3,3005000.0,9105000.0,month-to-month,mailed check,Not satisfied with the delivery,negative,delivery issues
CUST407,False,16,27990000.0,447840.0,one year,bank transfer,Subscription is a great value,negative,price appreciation
CUST408,True,4,3200000.0,12800000.0,month-to-month,credit card,Quality has declined,negative,product quality
CUST409,False,12,2900000.0,34800000.0,two year,electronic check,Very happy with the service,negative,general feedback
CUST410,True,5,3305000.0,16705000.0,month-to-month,mailed check,Not enough variety in bouquets,negative,bouquet preferences
CUST411,False,10,3005000.0,30500000.0,one year,credit card,Flowers always arrive fresh and beautiful,negative,product quality
CUST412,True,6,3000000.0,18000000.0,month-to-month,electronic check,Too expensive for the quality,negative,price complaints
CUST413,False,22,2605000.0,58300000.0,two year,mailed check,Highly recommend for flower lovers,negative,general feedback
CUST414,True,7,3100000.0,21700000.0,month-to-month,credit card,Expected better customer service,negative,customer service
CUST415,False,15,27990000.0,419850.0,one year,electronic check,Subscription brings joy each month,negative,general feedback
CUST416,True,8,3405000.0,27600000.0,month-to-month,bank transfer,Not happy with the bouquet variety,negative,bouquet preferences
CUST417,False,11,2805000.0,31305000.0,two year,credit card,Always satisfied with the bouquets,negative,bouquet preferences
CUST418,True,1,3500000.0,3500000.0,month-to-month,mailed check,Disappointed with the flower quality,negative,product quality
CUST419,False,17,2800000.0,47600000.0,one year,bank transfer,Flowers are a monthly delight,negative,general feedback
CUST420,True,2,2905000.0,5900000.0,month-to-month,credit card,Too pricey for the bouquet size,negative,price complaints
CUST421,False,19,2705000.0,52205000.0,two year,electronic check,Consistently great flower quality,negative,product quality
CUST422,True,3,3000000.0,9000000.0,month-to-month,mailed check,Not satisfied with the delivery service,negative,delivery issues
CUST423,False,14,2905000.0,41300000.0,one year,credit card,Subscription is a great gift,negative,general feedback
CUST424,True,4,3200000.0,12800000.0,month-to-month,electronic check,Expected better quality,negative,product quality
CUST425,False,20,2705000.0,55000000.0,two year,mailed check,Always impressed with the bouquets,negative,bouquet preferences
CUST426,True,5,3305000.0,16705000.0,month-to-month,credit card,Not happy with the flower variety,negative,bouquet preferences
CUST427,False,12,2900000.0,34800000.0,one year,bank transfer,Very satisfied with each delivery,negative,delivery quality
CUST428,True,6,3000000.0,18000000.0,month-to-month,mailed check,Too expensive for the quality,negative,price complaints
CUST429,False,16,27990000.0,447840.0,two year,credit card,Love the monthly flower surprise,negative,general feedback
CUST430,True,7,3100000.0,21700000.0,month-to-month,electronic check,Not impressed with the flower freshness,negative,product quality
CUST431,False,10,3005000.0,30500000.0,one year,bank transfer,Subscription brings happiness every month,negative,general feedback
CUST432,True,1,3505000.0,3505000.0,month-to-month,credit card,Disappointed with the service,negative,customer service
CUST433,False,13,2900000.0,37700000.0,two year,mailed check,High-quality flowers every time,negative,product quality
CUST434,True,2,2905000.0,5900000.0,month-to-month,electronic check,Too pricey for the bouquet size,negative,price complaints
CUST435,False,18,2800000.0,50400000.0,one year,credit card,Always happy with the flower quality,negative,product quality
CUST436,True,3,3005000.0,9105000.0,month-to-month,mailed check,Delivery service was poor,negative,delivery issues
CUST437,False,15,27990000.0,419850.0,two year,electronic check,Great variety and quality,negative,bouquet preferences
CUST438,True,4,3200000.0,12800000.0,month-to-month,credit card,Expected better quality bouquets,negative,product quality
CUST439,False,11,2805000.0,31305000.0,one year,bank transfer,Very satisfied with the service,negative,general feedback
CUST440,True,5,3305000.0,16705000.0,month-to-month,mailed check,Not satisfied with the flower freshness,negative,product quality
CUST441,False,21,2605000.0,55605000.0,two year,credit card,Subscription is a joy every month,negative,general feedback
CUST442,True,6,3000000.0,18000000.0,month-to-month,electronic check,Too expensive for the offering,negative,price complaints
CUST443,False,17,2800000.0,47600000.0,one year,mailed check,Consistently impressed with the quality,negative,product quality
CUST444,True,7,3100000.0,21700000.0,month-to-month,credit card,Not happy with the delivery timing,negative,delivery issues
CUST445,False,19,2705000.0,52205000.0,two year,electronic check,Highly recommend for flower lovers,negative,general feedback
CUST446,True,8,3400000.0,27200000.0,month-to-month,mailed check,Quality not as good as expected,negative,product quality
CUST447,False,12,2900000.0,34800000.0,one year,bank transfer,Love the flower variety,positive,bouquet preferences
CUST448,True,9,3305000.0,30105000.0,month-to-month,credit card,Not satisfied with the flower quality,negative,product quality
CUST449,False,10,3005000.0,30500000.0,two year,mailed check,Subscription brings happiness,positive,general feedback
CUST450,True,1,3505000.0,3505000.0,month-to-month,electronic check,Service not as expected,negative,customer service
CUST451,False,13,2900000.0,37700000.0,one year,credit card,Always a delightful surprise,positive,general feedback
CUST452,True,2,2905000.0,5900000.0,month-to-month,bank transfer,Not worth the monthly fee,negative,price complaints
CUST453,False,18,2800000.0,50400000.0,two year,mailed check,Flowers are always stunning,positive,product quality
CUST454,True,3,3005000.0,9105000.0,month-to-month,credit card,Disappointed with the flower variety,negative,bouquet preferences
CUST455,False,16,27990000.0,447840.0,one year,electronic check,Great value and quality,negative,price appreciation
CUST456,True,4,3200000.0,12800000.0,month-to-month,mailed check,Delivery service was unreliable,negative,delivery issues
CUST457,False,11,2805000.0,31305000.0,two year,credit card,Always happy with the bouquets,negative,bouquet preferences
CUST458,True,5,3305000.0,16705000.0,month-to-month,electronic check,Too expensive for the quality,negative,price complaints
CUST459,False,22,2605000.0,58300000.0,one year,mailed check,Consistently high-quality flowers,negative,product quality
CUST460,True,6,3000000.0,18000000.0,month-to-month,credit card,Not satisfied with the delivery service,negative,delivery issues
CUST461,False,10,3005000.0,30500000.0,two year,electronic check,Flowers always exceed expectations,negative,product quality
CUST462,True,7,3100000.0,21700000.0,month-to-month,mailed check,Expected better quality bouquets,negative,product quality
CUST463,False,15,27990000.0,419850.0,one year,credit card,Highly recommend this service,negative,general feedback
CUST464,True,8,3405000.0,27600000.0,month-to-month,electronic check,Not happy with the flower variety,negative,bouquet preferences
CUST465,False,12,2900000.0,34800000.0,two year,mailed check,Very satisfied with each delivery,negative,delivery quality
CUST466,True,1,3500000.0,3500000.0,month-to-month,credit card,Disappointed with the flower quality,negative,product quality
CUST467,False,17,2800000.0,47600000.0,one year,electronic check,Subscription brings joy every month,negative,general feedback
CUST468,True,2,2905000.0,5900000.0,month-to-month,mailed check,Too costly for the bouquet size,negative,price complaints
CUST469,False,19,2705000.0,52205000.0,two year,credit card,Consistently great flower quality,negative,product quality
CUST470,True,3,3000000.0,9000000.0,month-to-month,electronic check,Not satisfied with the delivery,negative,delivery issues
CUST471,False,14,2905000.0,41300000.0,one year,mailed check,Great customer service and flowers,negative,customer service
CUST472,True,4,3200000.0,12800000.0,month-to-month,credit card,Expected better quality,negative,product quality
CUST473,False,20,2705000.0,55000000.0,two year,electronic check,Always impressed with the bouquets,negative,bouquet preferences
CUST474,True,5,3305000.0,16705000.0,month-to-month,mailed check,Not happy with the flower variety,negative,bouquet preferences
CUST475,False,11,2805000.0,31305000.0,one year,credit card,Always a joy to receive,negative,general feedback
CUST476,True,6,3000000.0,18000000.0,month-to-month,electronic check,Too expensive for the quality,negative,price complaints
CUST477,False,13,2900000.0,37700000.0,two year,mailed check,Very satisfied with the service,negative,general feedback
CUST478,True,7,3100000.0,21700000.0,month-to-month,credit card,Disappointed with the flower freshness,negative,product quality
CUST479,False,10,3005000.0,30500000.0,one year,electronic check,Flowers always arrive fresh,negative,product quality
CUST480,True,1,3505000.0,3505000.0,month-to-month,mailed check,Not satisfied with the service,negative,customer service
CUST481,False,15,27990000.0,419850.0,two year,credit card,High-quality flowers every time,negative,product quality
CUST482,True,2,2900000.0,5800000.0,month-to-month,electronic check,Too costly for the bouquet size,negative,price complaints
CUST483,False,18,2800000.0,50400000.0,one year,mailed check,Subscription is a great value,negative,price appreciation
CUST484,True,3,3005000.0,9105000.0,month-to-month,credit card,Not impressed with the flower variety,negative,bouquet preferences
CUST485,False,16,2705000.0,44000000.0,two year,electronic check,Always pleased with the service,negative,general feedback
CUST486,True,4,3200000.0,12800000.0,month-to-month,mailed check,Expected better quality,negative,product quality
CUST487,False,12,2900000.0,34800000.0,one year,credit card,Flowers are always a pleasant surprise,negative,general feedback
CUST488,True,5,3305000.0,16705000.0,month-to-month,electronic check,Not worth the monthly fee,negative,price complaints
CUST489,False,20,2705000.0,55000000.0,two year,mailed check,Highly recommend for flower lovers,negative,general feedback
CUST490,True,6,3000000.0,18000000.0,month-to-month,credit card,Quality not as expected,negative,product quality
CUST491,False,22,2605000.0,58300000.0,one year,bank transfer,Love the monthly flower surprise,negative,general feedback
CUST492,True,7,3100000.0,21700000.0,month-to-month,mailed check,Too expensive for the offering,negative,price complaints
CUST493,False,11,2805000.0,31305000.0,two year,credit card,Very satisfied with the bouquets,negative,bouquet preferences
CUST494,True,8,3405000.0,27600000.0,month-to-month,electronic check,Not happy with the delivery service,negative,delivery issues
CUST495,False,10,3000000.0,30000000.0,one year,mailed check,Subscription is a great treat,negative,general feedback
CUST496,True,1,3500000.0,3500000.0,month-to-month,bank transfer,Disappointed with the flower freshness,negative,product quality
CUST497,False,14,2905000.0,41300000.0,two year,credit card,Flowers always arrive in perfect condition,negative,product quality
CUST498,True,2,2900000.0,5800000.0,month-to-month,mailed check,Too pricey for what's offered,negative,price complaints
CUST499,False,17,2800000.0,47600000.0,one year,electronic check,Always a wonderful experience,negative,general feedback
CUST500,True,3,3005000.0,9105000.0,month-to-month,credit card,Expected more variety,negative,bouquet preferences
CUST501,False,19,2705000.0,52205000.0,two year,mailed check,Subscription brings joy every month,negative,general feedback
CUST502,True,4,3200000.0,12800000.0,month-to-month,credit card,Not satisfied with the bouquet size,negative,price complaints
CUST503,False,21,2605000.0,55605000.0,one year,credit card,Always happy with the flower quality,negative,product quality
CUST504,True,1,3500000.0,3500000.0,month-to-month,bank transfer,Disappointed with the flower freshness,negative,product quality
CUST505,False,13,2900000.0,37700000.0,two year,mailed check,Great customer service,negative,customer service
CUST506,True,2,2905000.0,5900000.0,month-to-month,electronic check,Too costly for the bouquet size,negative,price complaints
CUST507,False,18,2800000.0,50400000.0,one year,credit card,Consistently impressed with the bouquets,negative,bouquet preferences
CUST508,True,3,3005000.0,9105000.0,month-to-month,mailed check,Not satisfied with the delivery,negative,delivery issues
CUST509,False,16,27990000.0,447840.0,two year,electronic check,Subscription is a great value,negative,price appreciation
CUST510,True,4,3200000.0,12800000.0,month-to-month,credit card,Quality has declined,negative,product quality
CUST511,False,12,2900000.0,34800000.0,one year,electronic check,Very happy with the service,negative,general feedback
CUST512,True,5,3305000.0,16705000.0,month-to-month,mailed check,Not enough variety in bouquets,negative,bouquet preferences
CUST513,False,10,3005000.0,30500000.0,two year,credit card,Flowers always arrive fresh and beautiful,negative,product quality
CUST514,True,6,3000000.0,18000000.0,month-to-month,electronic check,Too expensive for the quality,negative,price complaints
CUST515,False,22,2605000.0,58300000.0,one year,mailed check,Consistently high-quality flowers,negative,product quality
CUST516,True,7,3100000.0,21700000.0,month-to-month,credit card,Expected better quality bouquets,negative,product quality
CUST517,False,15,27990000.0,419850.0,two year,electronic check,Highly recommend this service,negative,general feedback
CUST518,True,8,3405000.0,27600000.0,month-to-month,electronic check,Not happy with the flower variety,negative,bouquet preferences
CUST519,False,11,2805000.0,31305000.0,one year,credit card,Always satisfied with the bouquets,negative,bouquet preferences
CUST520,True,1,3500000.0,3500000.0,month-to-month,mailed check,Disappointed with the flower quality,negative,product quality
CUST521,False,17,2800000.0,47600000.0,two year,electronic check,Subscription brings joy every month,negative,general feedback
CUST522,True,2,2905000.0,5900000.0,month-to-month,credit card,Too costly for the bouquet size,negative,price complaints
CUST523,False,19,2705000.0,52205000.0,one year,mailed check,Consistently great flower quality,positive,product quality
CUST524,True,3,3000000.0,9000000.0,month-to-month,electronic check,Not satisfied with the delivery,negative,delivery issues
CUST525,False,14,2905000.0,41300000.0,two year,credit card,Great customer service and flowers,positive,customer service
CUST526,True,4,3200000.0,12800000.0,month-to-month,mailed check,Expected better quality,negative,product quality
CUST527,False,20,2705000.0,55000000.0,one year,credit card,Always impressed with the bouquets,positive,bouquet preferences
CUST528,True,5,3305000.0,16705000.0,month-to-month,electronic check,Not happy with the flower variety,negative,bouquet preferences
CUST529,False,11,2805000.0,31305000.0,two year,mailed check,Always a joy to receive,positive,general feedback
CUST530,True,6,3000000.0,18000000.0,month-to-month,credit card,Too expensive for the quality,negative,price complaints
CUST531,False,13,2900000.0,37700000.0,one year,electronic check,Very satisfied with the service,positive,general feedback
CUST532,True,7,3100000.0,21700000.0,month-to-month,mailed check,Disappointed with the flower freshness,negative,product quality
CUST533,False,10,3005000.0,30500000.0,two year,credit card,"The florist provided beautifully arranged, fresh flowers that lasted for days, making the whole experience delightful and memorable",positive,product quality
CUST534,True,1,3505000.0,3505000.0,month-to-month,mailed check,Not satisfied with the service,negative,customer service
CUST535,False,15,27990000.0,419850.0,one year,credit card,High-quality flowers every time,positive,product quality
CUST536,True,2,2900000.0,5800000.0,month-to-month,electronic check,Too costly for the bouquet size,negative,price complaints
CUST537,False,18,2800000.0,50400000.0,two year,mailed check,Subscription is a great value,positive,price appreciation
CUST538,True,3,3005000.0,9105000.0,month-to-month,credit card,Not impressed with the flower variety,negative,bouquet preferences
CUST539,False,16,2705000.0,44000000.0,one year,electronic check,Always pleased with the service,positive,general feedback
CUST540,True,4,3200000.0,12800000.0,month-to-month,mailed check,Expected better quality,negative,product quality
CUST541,False,12,2900000.0,34800000.0,two year,credit card,Flowers are always a pleasant surprise,positive,general feedback
CUST542,True,5,3305000.0,16705000.0,month-to-month,electronic check,Not worth the monthly fee,negative,price complaints
CUST543,False,20,2705000.0,55000000.0,one year,mailed check,Highly recommend for flower lovers,positive,general feedback
CUST544,True,6,3000000.0,18000000.0,month-to-month,credit card,Quality not as expected,negative,product quality
CUST545,False,22,2605000.0,58300000.0,two year,bank transfer,Love the monthly flower surprise,positive,general feedback
CUST546,True,7,3100000.0,21700000.0,month-to-month,mailed check,Too expensive for the offering,negative,price complaints
CUST547,False,11,2805000.0,31305000.0,one year,credit card,Very satisfied with the bouquets,positive,bouquet preferences
CUST548,True,8,3405000.0,27600000.0,month-to-month,electronic check,"I expect the delivery will be quick because I really need it as soon, but a bit late",negative,delivery issues
CUST549,False,10,3000000.0,30000000.0,one year,mailed check,Like the flower board because the disgn is cool and lovely,positive,general feedback
CUST550,True,1,3500000.0,3500000.0,month-to-month,bank transfer,Bouquets and design need to be improve for more variety  ,negative,product quality
CUST551,False,14,2905000.0,41300000.0,two year,credit card,"Always be loyal member and really good product, satisfied design and bouquets",positive,product quality
CUST552,True,2,2900000.0,5800000.0,month-to-month,mailed check," Big size bouquets  is really expensive, I recommend have the medium size bouquets!",negative,price complaints
CUST553,False,17,2800000.0,47600000.0,one year,electronic check,Always a wonderful experience,positive,general feedback
CUST554,True,3,3005000.0,9105000.0,month-to-month,credit card,Expected more variety,negative,bouquet preferences
CUST555,False,19,2705000.0,52205000.0,two year,mailed check,Subscription brings joy every month,positive,general feedback
CUST556,True,4,3200000.0,12800000.0,month-to-month,electronic check,Not satisfied with the bouquet size,negative,price complaints
CUST557,False,21,2605000.0,55605000.0,one year,credit card,Always happy with the flower quality,positive,product quality
CUST558,True,1,3500000.0,3500000.0,month-to-month,bank transfer,Disappointed with the flower freshness,negative,product quality
CUST559,False,13,2900000.0,37700000.0,two year,mailed check,Great customer service,positive,customer service
CUST560,True,2,2905000.0,5900000.0,month-to-month,electronic check,Too costly for the bouquet size,negative,price complaints
CUST561,False,18,2800000.0,50400000.0,one year,credit card,Consistently impressed with the bouquets,positive,bouquet preferences
CUST562,True,3,3005000.0,9105000.0,month-to-month,mailed check,Not satisfied with the delivery,negative,delivery issues
CUST563,False,16,27990000.0,447840.0,two year,electronic check,Subscription is a great value,positive,price appreciation
